iter	Passed	Remaining
156	344	1852
157	347	1849
158	348	1845
159	350	1842
160	352	1837
161	354	1834
162	356	1832
163	358	1828
164	361	1828
165	363	1826
166	366	1825
167	368	1824
168	370	1822
169	372	1821
170	375	1820
171	377	1818
172	380	1816
173	382	1813
174	384	1811
175	386	1811
176	389	1809
177	391	1808
178	394	1807
179	396	1804
180	398	1802
181	400	1801
182	403	1799
183	405	1796
184	407	1793
185	409	1791
186	411	1788
187	413	1784
188	415	1782
189	418	1783
190	420	1780
191	422	1777
192	424	1776
193	429	1783
194	431	1782
195	433	1780
196	436	1777
197	438	1776
198	441	1778
199	445	1780
200	447	1780
201	449	1776
202	451	1773
203	453	1767
204	455	1766
205	457	1763
206	458	1758
207	460	1754
208	462	1751
209	464	1747
210	467	1746
211	469	1745
212	471	1741
213	473	1738
214	475	1735
215	476	1730
216	479	1728
217	481	1728
218	484	1726
219	485	1723
220	488	1720
221	489	1716
222	493	1718
223	495	1716
224	497	1713
225	499	1711
226	501	1707
227	503	1704
228	520	1753
229	523	1753
230	525	1751
231	527	1747
232	529	1744
233	531	1740
234	532	1733
235	536	1735
236	538	1732
237	539	1728
238	541	1725
239	543	1720
240	544	1715
241	547	1714
242	549	1712
243	551	1709
244	553	1705
245	555	1702
246	557	1700
247	560	1698
248	562	1695
249	564	1693
250	566	1689
251	568	1686
252	570	1683
253	572	1681
254	575	1680
255	577	1676
256	579	1674
257	581	1671
258	582	1666
259	585	1665
260	587	1664
261	589	1661
262	591	1658
263	594	1656
264	596	1655
265	599	1654
266	601	1651
267	603	1647
268	606	1647
269	608	1644
270	612	1648
271	615	1646
272	617	1644
273	619	1642
274	621	1637
275	626	1642
276	627	1638
277	630	1636
278	632	1634
279	634	1631
280	637	1630
281	639	1628
282	641	1626
283	643	1622
284	644	1616
285	646	1613
286	649	1612
287	650	1607
288	652	1605
289	654	1602
290	656	1599
291	658	1596
292	660	1593
293	661	1588
294	663	1586
295	665	1583
296	667	1580
297	669	1577
298	671	1574
299	674	1573
300	676	1570
301	678	1567
302	679	1562
303	681	1559
304	682	1554
305	683	1550
306	686	1549
307	689	1548
308	691	1545
309	692	1542
310	694	1539
311	696	1536
312	699	1534
313	701	1531
314	703	1528
315	705	1526
316	706	1523
317	708	1519
318	710	1516
319	713	1515
320	715	1513
321	717	1510
322	719	1507
323	720	1504
324	722	1501
325	725	1500
326	727	1498
327	729	1495
328	732	1493
329	733	1490
330	737	1490
331	739	1487
332	740	1482
333	741	1479
334	743	1476
335	745	1473
336	747	1471
337	751	1471
338	764	1489
339	767	1490
340	769	1487
341	771	1485
342	773	1482
343	776	1480
344	779	1480
345	781	1477
346	783	1474
347	785	1472
348	787	1469
349	789	1466
350	792	1465
351	795	1463
352	797	1461
353	814	1486
354	817	1485
355	821	1486
356	824	1484
357	826	1481
358	828	1478
359	830	1475
360	832	1473
361	835	1472
362	838	1471
363	840	1468
364	842	1465
365	844	1463
366	847	1462
367	849	1458
368	851	1456
369	853	1453
370	855	1450
371	858	1449
372	860	1446
373	862	1443
374	863	1439
375	866	1437
376	869	1436
377	870	1431
378	872	1429
379	874	1426
380	877	1425
381	878	1421
382	880	1419
383	882	1416
384	884	1413
385	886	1410
386	889	1409
387	892	1408
388	894	1405
389	896	1402
390	898	1399
391	901	1397
392	904	1396
393	906	1393
394	908	1390
395	909	1387
396	912	1385
397	914	1383
398	916	1381
399	918	1378
400	920	1374
401	920	1369
402	923	1367
403	925	1364
404	928	1363
405	930	1360
406	932	1358
407	934	1355
408	936	1352
409	938	1349
410	941	1349
411	943	1346
412	945	1344
413	947	1341
414	949	1338
415	950	1333
416	952	1331
417	955	1329
418	957	1327
419	959	1325
420	961	1322
421	963	1319
422	967	1319
423	969	1317
424	972	1315
425	974	1312
426	976	1310
427	980	1310
428	983	1309
429	985	1306
430	987	1303
431	989	1301
432	992	1299
433	995	1297
434	997	1295
435	999	1292
436	1000	1289
437	1002	1286
438	1006	1286
439	1017	1294
440	1018	1290
441	1020	1288
442	1023	1286
443	1025	1284
444	1027	1281
445	1029	1279
446	1031	1276
447	1034	1274
448	1036	1271
449	1038	1269
450	1040	1266
451	1042	1263
452	1044	1261
453	1047	1259
454	1049	1256
455	1051	1254
456	1053	1251
457	1055	1249
458	1057	1246
459	1060	1244
460	1062	1242
461	1064	1239
462	1066	1237
463	1068	1234
464	1070	1232
465	1073	1230
466	1076	1228
467	1078	1225
468	1080	1223
469	1082	1220
470	1086	1220
471	1089	1218
472	1091	1215
473	1093	1213
474	1095	1211
475	1098	1209
476	1101	1208
477	1104	1205
478	1106	1203
479	1107	1199
480	1109	1196
481	1112	1195
482	1114	1192
483	1116	1190
484	1118	1187
485	1120	1185
486	1124	1184
487	1126	1182
488	1128	1179
489	1131	1177
490	1133	1174
491	1136	1173
492	1139	1172
493	1141	1169
494	1144	1167
495	1146	1164
496	1149	1163
497	1151	1160
498	1153	1158
499	1154	1154
500	1156	1151
501	1158	1149
502	1160	1146
503	1163	1144
504	1165	1142
505	1167	1139
506	1169	1137
507	1171	1134
508	1173	1132
509	1176	1130
510	1179	1128
511	1181	1125
512	1183	1123
513	1185	1120
514	1189	1120
515	1191	1117
516	1193	1114
517	1195	1112
518	1197	1109
519	1198	1106
520	1202	1105
521	1203	1101
522	1205	1099
523	1207	1096
524	1209	1094
525	1211	1091
526	1214	1090
527	1216	1087
528	1218	1085
529	1220	1082
530	1222	1079
531	1224	1077
532	1227	1075
533	1229	1072
534	1231	1070
535	1233	1067
536	1235	1065
537	1237	1062
538	1240	1060
539	1241	1057
540	1243	1055
541	1245	1052
542	1247	1050
543	1249	1047
544	1252	1045
545	1254	1042
546	1256	1040
547	1257	1037
548	1260	1035
549	1261	1032
550	1263	1029
551	1266	1027
552	1268	1025
553	1270	1022
554	1272	1020
555	1274	1017
556	1275	1014
557	1279	1013
558	1281	1010
559	1283	1008
560	1285	1005
561	1287	1003
562	1289	1001
563	1292	998
564	1294	996
565	1296	993
566	1298	991
567	1299	988
568	1301	986
569	1304	983
570	1306	981
571	1308	979
572	1310	976
573	1312	974
574	1314	971
575	1316	969
576	1319	966
577	1320	964
578	1322	961
579	1324	959
580	1326	956
581	1328	954
582	1330	951
583	1332	949
584	1334	946
585	1336	944
586	1338	941
587	1340	939
588	1342	936
589	1344	934
590	1346	931
591	1348	929
592	1350	926
593	1352	924
594	1354	921
595	1356	919
596	1358	917
597	1360	914
598	1362	912
599	1364	909
600	1366	907
601	1368	905
602	1371	902
603	1373	900
604	1375	897
605	1376	895
606	1378	892
607	1381	890
608	1383	888
609	1385	885
610	1386	883
611	1388	880
612	1391	878
613	1393	875
614	1395	873
615	1397	871
616	1399	868
617	1401	866
618	1403	863
619	1405	861
620	1408	859
621	1410	856
622	1411	854
623	1413	851
624	1415	849
625	1417	847
626	1420	844
627	1422	842
628	1423	839
629	1425	837
630	1427	834
631	1429	832
632	1432	830
633	1433	827
634	1435	825
635	1436	822
636	1438	819
637	1440	817
638	1442	814
639	1444	812
640	1447	810
641	1448	807
642	1450	805
643	1452	803
644	1454	800
645	1456	798
646	1458	795
647	1460	793
648	1462	790
649	1463	788
650	1465	785
651	1467	783
652	1469	781
653	1471	778
654	1473	776
655	1475	773
656	1477	771
657	1479	769
658	1482	766
659	1484	764
660	1486	762
661	1488	760
662	1491	758
663	1494	756
664	1497	754
665	1499	752
666	1502	749
667	1504	747
668	1506	745
669	1508	743
670	1510	740
671	1512	738
672	1514	736
673	1516	733
674	1518	731
675	1521	729
676	1522	726
677	1524	724
678	1526	721
679	1528	719
680	1530	716
681	1532	714
682	1534	712
683	1536	710
684	1538	707
685	1541	705
686	1543	703
687	1545	700
688	1547	698
689	1549	696
690	1551	693
691	1554	691
692	1556	689
693	1559	687
694	1561	685
695	1563	682
696	1565	680
697	1567	678
698	1569	676
699	1571	673
700	1573	671
701	1575	668
702	1576	666
703	1577	663
704	1579	660
705	1581	658
706	1583	656
707	1586	654
708	1588	651
709	1590	649
710	1592	647
711	1594	644
712	1596	642
713	1598	640
714	1601	638
715	1603	635
716	1605	633
717	1607	631
718	1610	629
719	1612	627
720	1614	624
721	1616	622
722	1618	619
723	1619	617
724	1622	615
725	1624	613
726	1626	610
727	1628	608
728	1629	605
729	1631	603
730	1634	601
731	1636	599
732	1638	596
733	1640	594
734	1642	592
735	1644	589
736	1646	587
737	1648	585
738	1650	583
739	1652	580
740	1654	578
741	1656	575
742	1658	573
743	1660	571
744	1662	569
745	1664	566
746	1666	564
747	1667	561
748	1669	559
749	1671	557
750	1674	555
751	1675	552
752	1677	550
753	1679	548
754	1681	545
755	1683	543
756	1685	541
757	1687	538
758	1689	536
759	1691	534
760	1693	531
761	1694	529
762	1697	527
763	1699	524
764	1701	522
765	1702	520
766	1704	517
767	1706	515
768	1707	513
769	1711	511
770	1712	508
771	1714	506
772	1716	504
773	1718	501
774	1720	499
775	1723	497
776	1725	495
777	1727	493
778	1730	490
779	1732	488
780	1736	486
781	1737	484
782	1740	482
783	1743	480
784	1745	478
785	1755	478
786	1761	476
787	1766	475
788	1769	473
789	1772	471
790	1775	469
791	1778	466
792	1782	465
793	1785	463
794	1787	460
795	1789	458
796	1790	456
797	1793	454
798	1796	452
799	1799	449
800	1801	447
801	1803	445
802	1805	443
803	1809	441
804	1811	438
805	1813	436
806	1815	434
807	1817	431
808	1820	429
809	1823	427
810	1824	425
811	1826	422
812	1829	420
813	1831	418
814	1833	416
815	1835	413
816	1838	411
817	1840	409
818	1842	407
819	1845	405
820	1848	403
821	1851	400
822	1854	398
823	1855	396
824	1857	394
825	1861	392
826	1864	389
827	1866	387
828	1869	385
829	1871	383
830	1875	381
831	1878	379
832	1880	377
833	1882	374
834	1884	372
835	1887	370
836	1890	368
837	1893	365
838	1895	363
839	1897	361
840	1900	359
841	1903	357
842	1905	354
843	1907	352
844	1909	350
845	1911	347
846	1913	345
847	1915	343
848	1918	341
849	1920	338
850	1923	336
851	1928	334
852	1930	332
853	1932	330
854	1934	328
855	1936	325
856	1939	323
857	1940	321
858	1942	318
859	1944	316
860	1945	314
861	1947	311
862	1949	309
863	1952	307
864	1954	305
865	1956	302
866	1958	300
867	1959	298
868	1961	295
869	1963	293
870	1966	291
871	1968	288
872	1970	286
873	1972	284
874	1974	282
875	1976	279
876	1979	277
877	1981	275
878	1983	273
879	1985	270
880	1987	268
881	1989	266
882	1992	263
883	1994	261
884	1996	259
885	1997	257
886	1999	254
887	2001	252
888	2004	250
889	2007	248
890	2009	245
891	2011	243
892	2013	241
893	2015	238
894	2017	236
895	2019	234
896	2021	232
897	2023	229
898	2025	227
899	2027	225
900	2029	223
901	2032	220
902	2034	218
903	2036	216
904	2038	213
905	2040	211
906	2042	209
907	2045	207
908	2047	204
909	2049	202
910	2051	200
911	2052	198
912	2054	195
913	2057	193
914	2059	191
915	2061	189
916	2063	186
917	2065	184
918	2067	182
919	2070	180
920	2072	177
921	2074	175
922	2076	173
923	2078	170
924	2080	168
925	2082	166
926	2084	164
927	2087	161
928	2088	159
929	2090	157
930	2092	155
931	2094	152
932	2097	150
933	2099	148
934	2101	146
935	2102	143
936	2104	141
937	2106	139
938	2110	137
939	2112	134
940	2114	132
941	2116	130
942	2118	128
943	2120	125
944	2122	123
945	2124	121
946	2126	118
947	2127	116
948	2129	114
949	2130	112
950	2133	109
951	2135	107
952	2137	105
953	2139	103
954	2141	100
955	2143	98
956	2145	96
957	2149	94
958	2151	91
959	2153	89
960	2155	87
961	2157	85
962	2159	82
963	2161	80
964	2163	78
965	2165	76
966	2167	73
967	2169	71
968	2172	69
969	2175	67
970	2176	65
971	2178	62
972	2180	60
973	2182	58
974	2185	56
975	2187	53
976	2189	51
977	2191	49
978	2192	47
979	2194	44
980	2196	42
981	2199	40
982	2201	38
983	2203	35
984	2205	33
985	2207	31
986	2209	29
987	2212	26
988	2214	24
989	2216	22
990	2218	20
991	2220	17
992	2223	15
993	2226	13
994	2227	11
995	2229	8
996	2232	6
997	2235	4
998	2238	2
999	2240	0
