iter	RMSE
371	4172.304517
372	4171.241445
373	4169.472822
374	4168.87535
375	4167.508983
376	4166.505922
377	4166.154767
378	4164.730333
379	4163.495068
380	4162.090223
381	4161.284344
382	4159.946168
383	4158.156043
384	4156.549605
385	4155.356362
386	4153.964349
387	4152.7445
388	4151.213579
389	4150.216172
390	4148.775713
391	4147.13701
392	4145.520289
393	4144.194565
394	4142.689649
395	4141.25572
396	4139.723729
397	4138.376839
398	4137.791346
399	4136.88625
400	4136.290298
401	4136.045228
402	4134.249521
403	4132.729273
404	4131.125643
405	4129.860442
406	4128.914445
407	4127.506528
408	4126.310295
409	4125.113085
410	4123.603094
411	4122.35612
412	4120.538364
413	4118.819208
414	4116.976653
415	4116.60093
416	4115.400015
417	4113.435107
418	4112.129271
419	4111.195307
420	4109.939075
421	4108.921662
422	4107.671172
423	4106.26806
424	4104.417438
425	4102.507331
426	4100.877236
427	4099.776789
428	4098.745275
429	4097.511693
430	4096.416136
431	4095.498132
432	4094.336739
433	4093.366005
434	4091.886784
435	4090.949424
436	4089.944864
437	4089.37325
438	4087.483535
439	4086.439357
440	4086.154449
441	4084.539123
442	4083.841486
443	4082.619258
444	4081.489076
445	4080.001526
446	4078.627892
447	4077.345215
448	4076.124362
449	4075.546094
450	4074.061875
451	4072.43827
452	4071.048866
453	4069.696225
454	4068.168744
455	4066.844035
456	4065.315986
457	4064.421396
458	4064.084174
459	4062.663093
460	4061.523846
461	4060.168167
462	4059.008664
463	4058.055146
464	4057.739691
465	4056.19628
466	4054.697884
467	4053.105382
468	4052.215744
469	4051.272478
470	4050.450641
471	4048.310945
472	4047.473148
473	4046.805878
474	4045.485469
475	4044.389174
476	4043.793741
477	4042.740615
478	4041.633679
479	4041.351403
480	4041.252337
481	4040.058914
482	4038.395045
483	4037.199511
484	4036.189121
485	4035.717061
486	4035.126584
487	4033.634622
488	4032.100779
489	4031.218154
490	4029.446291
491	4028.717049
492	4027.421929
493	4025.501153
494	4024.029858
495	4023.380652
496	4022.333333
497	4021.888664
498	4021.021032
499	4020.944601
500	4020.622569
501	4019.950382
502	4019.044933
503	4017.675257
504	4016.337002
505	4015.751665
506	4015.0638
507	4014.036235
508	4013.243611
509	4012.456184
510	4011.658921
511	4010.336075
512	4009.221038
513	4008.362735
514	4007.067109
515	4006.432495
516	4005.370107
517	4004.825178
518	4004.288844
519	4002.686406
520	4001.716249
521	4001.340739
522	4000.658121
523	3999.287202
524	3998.230027
525	3997.58006
526	3997.000401
527	3996.261312
528	3995.522957
529	3994.785065
530	3994.060593
531	3993.099396
532	3992.082206
533	3991.455338
534	3991.181784
535	3990.353168
536	3988.602178
537	3987.485184
538	3986.653459
539	3985.975987
540	3985.413955
541	3983.888941
542	3982.834867
543	3981.524191
544	3980.851666
545	3980.572134
546	3979.479842
547	3979.105883
548	3978.195074
549	3977.08181
550	3976.108506
551	3975.341023
552	3974.181545
553	3973.090239
554	3972.30993
555	3971.178711
556	3970.535825
557	3969.955587
558	3969.221114
559	3968.458924
560	3967.462986
561	3966.989807
562	3966.448415
563	3965.43285
564	3964.598433
565	3963.814203
566	3963.330292
567	3962.807862
568	3962.170811
569	3961.646228
570	3960.962904
571	3959.925278
572	3959.49474
573	3958.645151
574	3957.292637
575	3956.882151
576	3955.650127
577	3954.47324
578	3954.132188
579	3952.877593
580	3952.083148
581	3951.339157
582	3950.387932
583	3949.422497
584	3948.411684
585	3947.45579
586	3947.036891
587	3946.215418
588	3944.824049
589	3943.533998
590	3942.73633
591	3942.203723
592	3941.303555
593	3940.331458
594	3940.021227
595	3938.499341
596	3937.874823
597	3937.468598
598	3936.407954
599	3935.8471
600	3935.216432
601	3934.890282
602	3934.192297
603	3933.638171
604	3932.638264
605	3931.047251
606	3929.736638
607	3929.197639
608	3928.472877
609	3927.781944
610	3926.961588
611	3926.377585
612	3925.393881
613	3924.241821
614	3923.722656
615	3923.215379
616	3922.540611
617	3921.587981
618	3921.170358
619	3919.724207
620	3918.274991
621	3917.081981
622	3916.306505
623	3914.907669
624	3914.18087
625	3912.587126
626	3911.753855
627	3911.076677
628	3910.41052
629	3909.503608
630	3909.118131
631	3908.649149
632	3908.174177
633	3907.987449
634	3907.491607
635	3907.357608
636	3906.544096
637	3905.512756
638	3904.058863
639	3903.494281
640	3902.205181
641	3901.331435
642	3900.878025
643	3900.423302
644	3899.865103
645	3899.3393
646	3899.18612
647	3898.73914
648	3898.263622
649	3897.428599
650	3896.888657
651	3896.530668
652	3895.27701
653	3894.590115
654	3894.00245
655	3893.272396
656	3892.77024
657	3892.21033
658	3890.62155
659	3890.318387
660	3889.011563
661	3888.49706
662	3887.531385
663	3886.582354
664	3885.446676
665	3884.709867
666	3884.085458
667	3883.399692
668	3882.840295
669	3882.093565
670	3881.706399
671	3881.360245
672	3880.993866
673	3880.797193
674	3880.507493
675	3879.654151
676	3879.237639
677	3878.417031
678	3877.789567
679	3876.799506
680	3876.194131
681	3875.77214
682	3874.893702
683	3874.004341
684	3872.95701
685	3872.654556
686	3871.970135
687	3871.600143
688	3871.037102
689	3870.056193
690	3869.183594
691	3868.630047
692	3868.215258
693	3867.810007
694	3867.575159
695	3866.423121
696	3866.118088
697	3865.233412
698	3864.419316
699	3864.28106
700	3863.761237
701	3862.866259
702	3862.842366
703	3862.708665
704	3861.785107
705	3861.018997
706	3860.182508
707	3859.338498
708	3858.448558
709	3857.40721
710	3856.792035
711	3855.460589
712	3854.591523
713	3853.457862
714	3852.640571
715	3851.273464
716	3850.968499
717	3849.764636
718	3849.537997
719	3849.005018
720	3848.837348
721	3847.983347
722	3847.302716
723	3846.225284
724	3845.424739
725	3844.772673
726	3843.808759
727	3843.442556
728	3842.71182
729	3841.858399
730	3840.859272
731	3840.411664
732	3839.615429
733	3839.045019
734	3838.350794
735	3837.622354
736	3836.729548
737	3835.974612
738	3834.695049
739	3833.668515
740	3832.647463
741	3832.321217
742	3831.648306
743	3830.69751
744	3829.938222
745	3828.747187
746	3827.663812
747	3827.166214
748	3826.448877
749	3825.900297
750	3824.964219
751	3824.231566
752	3823.378065
753	3822.445056
754	3821.663259
755	3821.225897
756	3819.984277
757	3819.168525
758	3818.763899
759	3818.397842
760	3817.595131
761	3817.062096
762	3816.289634
763	3815.480128
764	3814.51306
765	3814.028807
766	3812.466412
767	3811.704349
768	3811.400938
769	3810.12287
770	3809.542989
771	3808.851978
772	3807.644175
773	3806.45256
774	3806.023943
775	3805.466618
776	3804.880552
777	3804.162031
778	3803.568929
779	3802.571326
780	3801.169364
781	3801.063126
782	3800.704804
783	3799.61474
784	3799.348583
785	3798.407159
786	3797.821144
787	3797.485051
788	3797.025926
789	3796.285003
790	3795.568641
791	3794.69175
792	3794.135265
793	3793.542836
794	3792.826642
795	3791.749738
796	3791.647452
797	3791.140106
798	3790.524769
799	3790.211934
800	3789.802274
801	3788.896248
802	3788.588431
803	3787.463516
804	3786.914544
805	3786.558704
806	3785.751362
807	3784.950918
808	3784.081844
809	3783.168568
810	3782.363933
811	3781.52248
812	3780.750107
813	3780.330875
814	3780.075183
815	3779.354612
816	3778.569901
817	3777.698617
818	3776.344628
819	3775.827707
820	3775.503477
821	3775.296631
822	3774.680614
823	3774.544154
824	3773.407132
825	3772.659008
826	3771.873448
827	3771.46223
828	3770.944216
829	3770.29124
830	3770.03922
831	3769.118399
832	3768.054629
833	3766.836217
834	3766.14449
835	3765.96931
836	3764.616186
837	3764.388495
838	3763.251589
839	3762.520018
840	3761.368686
841	3761.078052
842	3759.809285
843	3758.48449
844	3758.013342
845	3757.050992
846	3756.663223
847	3756.033668
848	3755.280488
849	3754.73582
850	3754.475546
851	3754.040629
852	3753.674582
853	3753.056633
854	3752.352951
855	3751.706322
856	3751.00911
857	3750.946769
858	3750.695255
859	3750.243549
860	3749.841478
861	3748.602792
862	3748.177354
863	3747.52926
864	3747.353741
865	3746.69096
866	3745.760035
867	3744.922365
868	3744.729093
869	3744.113895
870	3743.354902
871	3742.688607
872	3741.903119
873	3741.363749
874	3740.388346
875	3739.793815
876	3739.560675
877	3739.19536
878	3738.638894
879	3738.015983
880	3737.67617
881	3736.966986
882	3736.646799
883	3736.278854
884	3735.93082
885	3735.238139
886	3734.327246
887	3733.760461
888	3733.051726
889	3732.722941
890	3732.012926
891	3731.034152
892	3730.436493
893	3729.989433
894	3729.383749
895	3728.798389
896	3728.247298
897	3727.799845
898	3726.857591
899	3726.223685
900	3725.680585
901	3724.522613
902	3724.263511
903	3723.792047
904	3723.225727
905	3723.065242
906	3722.758273
907	3721.867703
908	3721.352309
909	3720.553263
910	3720.097854
911	3719.629501
912	3718.67906
913	3718.030932
914	3717.658418
915	3717.236788
916	3716.63855
917	3716.363587
918	3715.75934
919	3715.454762
920	3714.900904
921	3713.806663
922	3712.762371
923	3711.807836
924	3711.642254
925	3711.465824
926	3710.977976
927	3710.411396
928	3709.675907
929	3709.164062
930	3708.790827
931	3707.47335
932	3707.067139
933	3706.620693
934	3705.670174
935	3705.421049
936	3704.57276
937	3703.740299
938	3703.385727
939	3702.706388
940	3701.251905
941	3700.433241
942	3699.810008
943	3699.100945
944	3698.546354
945	3698.12326
946	3698.067869
947	3697.67073
948	3697.585147
949	3697.07477
950	3696.612778
951	3696.413717
952	3696.042445
953	3695.674314
954	3694.873159
955	3694.715211
956	3694.214252
957	3693.591267
958	3693.145258
959	3692.999925
960	3692.852538
961	3691.908388
962	3691.146447
963	3690.020601
964	3689.098125
965	3688.496133
966	3688.222205
967	3687.429967
968	3686.96399
969	3686.83929
970	3686.4011
971	3686.135406
972	3685.626384
973	3685.481354
974	3684.418678
975	3683.959156
976	3683.183924
977	3682.698855
978	3682.612994
979	3682.262763
980	3681.817374
981	3681.442135
982	3681.016237
983	3680.68487
984	3680.54454
985	3680.118902
986	3679.672959
987	3678.387914
988	3677.496727
989	3677.021473
990	3676.571347
991	3675.850507
992	3675.402232
993	3674.788966
994	3674.729389
995	3673.868769
996	3672.809762
997	3672.387242
998	3671.318417
999	3670.967698
